Site_ID,Sample_ID,Data_Source,Latitude_Degrees,Longitude_Degrees,Ocean_Name,Reef_ID,Realm_Name,Ecoregion_Name,Country_Name,State_Island_Province_Name,City_Town_Name,Site_Name,Distance_to_Shore,Exposure,Turbidity,Cyclone_Frequency,Date_Day,Date_Month,Date_Year,Depth_m,Substrate_Name,Percent_Cover,Bleaching_Level,Percent_Bleaching,ClimSST,Temperature_Kelvin,Temperature_Mean,Temperature_Minimum,Temperature_Maximum,Temperature_Kelvin_Standard_Deviation,Windspeed,SSTA,SSTA_Standard_Deviation,SSTA_Mean,SSTA_Minimum,SSTA_Maximum,SSTA_Frequency,SSTA_Frequency_Standard_Deviation,SSTA_FrequencyMax,SSTA_FrequencyMean,SSTA_DHW,SSTA_DHW_Standard_Deviation,SSTA_DHWMax,SSTA_DHWMean,TSA,TSA_Standard_Deviation,TSA_Minimum,TSA_Maximum,TSA_Mean,TSA_Frequency,TSA_Frequency_Standard_Deviation,TSA_FrequencyMax,TSA_FrequencyMean,TSA_DHW,TSA_DHW_Standard_Deviation,TSA_DHWMax,TSA_DHWMean,Date,Site_Comments,Sample_Comments,Bleaching_Comments
169,10315058,Reef_Check,-27.9867,153.4334,Pacific,153.4334E.27.9867S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,271.59,Exposed,0.1249,43.35,12,10,2011,5,Nutrient Indicator Algae,42.5,Population,0,296.17,294.91,296.02,290.98,301.63,2.17,7,0.47,0.74,0,-3.29,2.72,7,4.33,21,4,0,2.35,14.48,1.37,-4.04,2.17,-7.98,2.66,-2.93,5,1.26,5,0,0,0.91,6.82,0.21,12-10-2011,nd,nd,nd
170,10314940,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,3,11,2013,2,Hard Coral,0,Population,0,295.97,295.41,296.01,291.39,301.63,2.18,7,-0.58,2.18,0,-3.85,5.54,22,3.63,27,19,0,12.31,44.35,10.61,-0.7,2.18,-4.71,5.51,-0.09,22,3.44,24,18,0,12.02,43.76,10.09,03-11-2013,nd,nd,nd
170,10314940,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,3,11,2013,2,Nutrient Indicator Algae,7.5,Population,0,295.97,295.41,296.01,291.39,301.63,2.18,7,-0.58,2.18,0,-3.85,5.54,22,3.63,27,19,0,12.31,44.35,10.61,-0.7,2.18,-4.71,5.51,-0.09,22,3.44,24,18,0,12.02,43.76,10.09,03-11-2013,nd,nd,nd
170,10314941,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,9,12,2017,2,Hard Coral,0,Population,0,296.06,298.1,296.01,291.39,301.63,2.18,6,2.13,2.18,0,-3.85,5.54,14,3.63,27,19,1.54,12.31,44.35,10.61,1.99,2.18,-4.71,5.51,-0.09,13,3.44,24,18,1.39,12.02,43.76,10.09,09-12-2017,nd,nd,nd
170,10314941,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,9,12,2017,2,Nutrient Indicator Algae,12.5,Population,0,296.06,298.1,296.01,291.39,301.63,2.18,6,2.13,2.18,0,-3.85,5.54,14,3.63,27,19,1.54,12.31,44.35,10.61,1.99,2.18,-4.71,5.51,-0.09,13,3.44,24,18,1.39,12.02,43.76,10.09,09-12-2017,nd,nd,nd
170,10314942,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,5,2,2017,3,Hard Coral,0,Population,0,296.06,299.08,296.01,291.39,301.63,2.18,7,2.99,2.18,0,-3.85,5.54,17,3.63,27,19,6.76,12.31,44.35,10.61,2.97,2.18,-4.71,5.51,-0.09,16,3.44,24,18,6.5,12.02,43.76,10.09,05-02-2017,nd,nd,nd
170,10314942,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,5,2,2017,3,Nutrient Indicator Algae,0,Population,0,296.06,299.08,296.01,291.39,301.63,2.18,7,2.99,2.18,0,-3.85,5.54,17,3.63,27,19,6.76,12.31,44.35,10.61,2.97,2.18,-4.71,5.51,-0.09,16,3.44,24,18,6.5,12.02,43.76,10.09,05-02-2017,nd,nd,nd
170,10314943,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,19,12,2015,2,Hard Coral,0,Population,0,296.08,297.86,296.01,291.39,301.63,2.18,7,1.88,2.18,0,-3.85,5.54,23,3.63,27,19,5.51,12.31,44.35,10.61,1.75,2.18,-4.71,5.51,-0.09,23,3.44,24,18,5.08,12.02,43.76,10.09,19-12-2015,nd,nd,nd
170,10314943,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,19,12,2015,2,Nutrient Indicator Algae,0.62,Population,0,296.08,297.86,296.01,291.39,301.63,2.18,7,1.88,2.18,0,-3.85,5.54,23,3.63,27,19,5.51,12.31,44.35,10.61,1.75,2.18,-4.71,5.51,-0.09,23,3.44,24,18,5.08,12.02,43.76,10.09,19-12-2015,nd,nd,nd
170,10314944,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,4,11,2012,3,Hard Coral,0,Population,0,295.97,296.11,296.01,291.39,301.63,2.18,7,0.12,2.18,0,-3.85,5.54,22,3.63,27,19,0,12.31,44.35,10.61,0,2.18,-4.71,5.51,-0.09,20,3.44,24,18,0,12.02,43.76,10.09,04-11-2012,nd,nd,nd
170,10314944,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,4,11,2012,3,Nutrient Indicator Algae,5,Population,0,295.97,296.11,296.01,291.39,301.63,2.18,7,0.12,2.18,0,-3.85,5.54,22,3.63,27,19,0,12.31,44.35,10.61,0,2.18,-4.71,5.51,-0.09,20,3.44,24,18,0,12.02,43.76,10.09,04-11-2012,nd,nd,nd
170,10314945,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,29,8,2010,3,Hard Coral,0,Population,0,296.06,293.26,296.01,291.39,301.63,2.18,5,-2.84,2.18,0,-3.85,5.54,24,3.63,27,19,0,12.31,44.35,10.61,-2.85,2.18,-4.71,5.51,-0.09,23,3.44,24,18,0,12.02,43.76,10.09,29-08-2010,nd,nd,nd
170,10314945,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,29,8,2010,3,Nutrient Indicator Algae,11.25,Population,0,296.06,293.26,296.01,291.39,301.63,2.18,5,-2.84,2.18,0,-3.85,5.54,24,3.63,27,19,0,12.31,44.35,10.61,-2.85,2.18,-4.71,5.51,-0.09,23,3.44,24,18,0,12.02,43.76,10.09,29-08-2010,nd,nd,nd
170,10314946,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,26,7,2009,4,Hard Coral,0,Population,0,296.11,293.14,296.01,291.39,301.63,2.18,5,-2.89,2.18,0,-3.85,5.54,22,3.63,27,19,2.54,12.31,44.35,10.61,-2.97,2.18,-4.71,5.51,-0.09,22,3.44,24,18,2.19,12.02,43.76,10.09,26-07-2009,nd,nd,nd
170,10314946,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,26,7,2009,4,Nutrient Indicator Algae,21.88,Population,0,296.11,293.14,296.01,291.39,301.63,2.18,5,-2.89,2.18,0,-3.85,5.54,22,3.63,27,19,2.54,12.31,44.35,10.61,-2.97,2.18,-4.71,5.51,-0.09,22,3.44,24,18,2.19,12.02,43.76,10.09,26-07-2009,nd,nd,nd
170,10314947,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,17,8,2008,6,Hard Coral,0,Population,0,296.09,292.59,296.01,291.39,301.63,2.18,6,-3.5,2.18,0,-3.85,5.54,18,3.63,27,19,0,12.31,44.35,10.61,-3.52,2.18,-4.71,5.51,-0.09,17,3.44,24,18,0,12.02,43.76,10.09,17-08-2008,nd,nd,nd
170,10314947,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,17,8,2008,6,Nutrient Indicator Algae,15,Population,0,296.09,292.59,296.01,291.39,301.63,2.18,6,-3.5,2.18,0,-3.85,5.54,18,3.63,27,19,0,12.31,44.35,10.61,-3.52,2.18,-4.71,5.51,-0.09,17,3.44,24,18,0,12.02,43.76,10.09,17-08-2008,nd,nd,nd
170,10314948,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,14,10,2007,6,Hard Coral,0,Population,0,295.97,294.69,296.01,291.39,301.63,2.18,7,-1.35,2.18,0,-3.85,5.54,19,3.63,27,19,0,12.31,44.35,10.61,-1.42,2.18,-4.71,5.51,-0.09,18,3.44,24,18,0,12.02,43.76,10.09,14-10-2007,nd,nd,nd
170,10314948,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,14,10,2007,6,Nutrient Indicator Algae,1.88,Population,0,295.97,294.69,296.01,291.39,301.63,2.18,7,-1.35,2.18,0,-3.85,5.54,19,3.63,27,19,0,12.31,44.35,10.61,-1.42,2.18,-4.71,5.51,-0.09,18,3.44,24,18,0,12.02,43.76,10.09,14-10-2007,nd,nd,nd
170,10314949,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,20,12,2015,3,Hard Coral,0,Population,0,296.08,297.86,296.01,291.39,301.63,2.18,7,1.88,2.18,0,-3.85,5.54,23,3.63,27,19,5.51,12.31,44.35,10.61,1.75,2.18,-4.71,5.51,-0.09,23,3.44,24,18,5.08,12.02,43.76,10.09,20-12-2015,nd,nd,nd
170,10314949,Reef_Check,-27.9397,153.4208,Pacific,153.25.15E.27.56.23S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,81.03,Sheltered,0.1202,43.35,20,12,2015,3,Nutrient Indicator Algae,0,Population,0,296.08,297.86,296.01,291.39,301.63,2.18,7,1.88,2.18,0,-3.85,5.54,23,3.63,27,19,5.51,12.31,44.35,10.61,1.75,2.18,-4.71,5.51,-0.09,23,3.44,24,18,5.08,12.02,43.76,10.09,20-12-2015,nd,nd,nd
171,10315054,Reef_Check,-27.9369,153.4256,Pacific,153.425617E.27.936885S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,7.56,Sheltered,0.1202,43.35,20,12,2015,4,Hard Coral,0,Population,0,296.08,297.86,296.01,291.39,301.63,2.18,7,1.88,2.18,0,-3.85,5.54,23,3.63,27,19,5.51,12.31,44.35,10.61,1.75,2.18,-4.71,5.51,-0.09,23,3.44,24,18,5.08,12.02,43.76,10.09,20-12-2015,nd,nd,nd
171,10315054,Reef_Check,-27.9369,153.4256,Pacific,153.425617E.27.936885S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,7.56,Sheltered,0.1202,43.35,20,12,2015,4,Nutrient Indicator Algae,0,Population,0,296.08,297.86,296.01,291.39,301.63,2.18,7,1.88,2.18,0,-3.85,5.54,23,3.63,27,19,5.51,12.31,44.35,10.61,1.75,2.18,-4.71,5.51,-0.09,23,3.44,24,18,5.08,12.02,43.76,10.09,20-12-2015,nd,nd,nd
171,10315055,Reef_Check,-27.9369,153.4256,Pacific,153.425617E.27.936885S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,7.56,Sheltered,0.1202,43.35,9,12,2017,9,Hard Coral,0,Population,0,296.06,298.1,296.01,291.39,301.63,2.18,6,2.13,2.18,0,-3.85,5.54,14,3.63,27,19,1.54,12.31,44.35,10.61,1.99,2.18,-4.71,5.51,-0.09,13,3.44,24,18,1.39,12.02,43.76,10.09,09-12-2017,nd,nd,nd
171,10315055,Reef_Check,-27.9369,153.4256,Pacific,153.425617E.27.936885S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,7.56,Sheltered,0.1202,43.35,9,12,2017,9,Nutrient Indicator Algae,0.62,Population,0,296.06,298.1,296.01,291.39,301.63,2.18,6,2.13,2.18,0,-3.85,5.54,14,3.63,27,19,1.54,12.31,44.35,10.61,1.99,2.18,-4.71,5.51,-0.09,13,3.44,24,18,1.39,12.02,43.76,10.09,09-12-2017,nd,nd,nd
171,10315056,Reef_Check,-27.9369,153.4256,Pacific,153.425617E.27.936885S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,7.56,Sheltered,0.1202,43.35,5,2,2017,4,Hard Coral,0,Population,0,296.06,299.08,296.01,291.39,301.63,2.18,7,2.99,2.18,0,-3.85,5.54,17,3.63,27,19,6.76,12.31,44.35,10.61,2.97,2.18,-4.71,5.51,-0.09,16,3.44,24,18,6.5,12.02,43.76,10.09,05-02-2017,nd,nd,nd
171,10315056,Reef_Check,-27.9369,153.4256,Pacific,153.425617E.27.936885S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,Gold Coast,nd,7.56,Sheltered,0.1202,43.35,5,2,2017,4,Nutrient Indicator Algae,0,Population,0,296.06,299.08,296.01,291.39,301.63,2.18,7,2.99,2.18,0,-3.85,5.54,17,3.63,27,19,6.76,12.31,44.35,10.61,2.97,2.18,-4.71,5.51,-0.09,16,3.44,24,18,6.5,12.02,43.76,10.09,05-02-2017,nd,nd,nd
173,10314950,Reef_Check,-27.82,153.4331,Pacific,153.25.59E.27.49.12S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,South Stradbroke Island,nd,488.19,Exposed,0.1362,44.74,2,10,2007,8,Hard Coral,0,Population,0,295.97,293.39,296.01,291.45,301.79,2.17,5,-2.65,2.17,0,-3.19,5.72,19,3.5,27,19,0,12.22,43.64,10.6,-2.69,2.17,-4.63,5.71,-0.06,17,3.22,25,18,0,12.01,43.3,10.17,02-10-2007,nd,nd,nd
173,10314950,Reef_Check,-27.82,153.4331,Pacific,153.25.59E.27.49.12S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,South Stradbroke Island,nd,488.19,Exposed,0.1362,44.74,2,10,2007,8,Nutrient Indicator Algae,25.62,Population,0,295.97,293.39,296.01,291.45,301.79,2.17,5,-2.65,2.17,0,-3.19,5.72,19,3.5,27,19,0,12.22,43.64,10.6,-2.69,2.17,-4.63,5.71,-0.06,17,3.22,25,18,0,12.01,43.3,10.17,02-10-2007,nd,nd,nd
179,10315027,Reef_Check,-27.5022,153.3707,Pacific,153.3707E.27.5022S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,99.92,Sheltered,0.2493,47.8,23,10,2013,3,Hard Coral,13.12,Population,0,298.32,297.2,296.1,290.84,304.48,2.77,7,1.28,1.06,0,-3.1,4.77,9,6.84,32,7,7.08,6.2,43.1,3.34,-2.52,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76,23-10-2013,nd,nd,nd
179,10315027,Reef_Check,-27.5022,153.3707,Pacific,153.3707E.27.5022S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,99.92,Sheltered,0.2493,47.8,23,10,2013,3,Nutrient Indicator Algae,21.25,Population,0,298.32,297.2,296.1,290.84,304.48,2.77,7,1.28,1.06,0,-3.1,4.77,9,6.84,32,7,7.08,6.2,43.1,3.34,-2.52,2.77,-8.88,4.75,-3.61,0,2.45,9,1,0,2.27,16.09,0.76,23-10-2013,nd,nd,nd
181,10315051,Reef_Check,-27.472,153.4099,Pacific,153.409936E.27.472029S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,380.57,Sheltered,0.2787,47.92,23,6,2014,1,Hard Coral,17.5,Population,0,262.15,292.4,296,289.93,303.87,2.87,5,-0.6,0.98,0,-3.14,4.55,11,5.69,28,7,5.93,4.58,27.18,2.98,-7.41,2.87,-9.87,4.05,-3.8,0,2.13,8,1,0,1.9,13.1,0.62,23-06-2014,nd,nd,nd
181,10315051,Reef_Check,-27.472,153.4099,Pacific,153.409936E.27.472029S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,380.57,Sheltered,0.2787,47.92,23,6,2014,1,Nutrient Indicator Algae,0,Population,0,262.15,292.4,296,289.93,303.87,2.87,5,-0.6,0.98,0,-3.14,4.55,11,5.69,28,7,5.93,4.58,27.18,2.98,-7.41,2.87,-9.87,4.05,-3.8,0,2.13,8,1,0,1.9,13.1,0.62,23-06-2014,nd,nd,nd
181,10315052,Reef_Check,-27.472,153.4099,Pacific,153.409936E.27.472029S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,380.57,Sheltered,0.2787,47.92,7,10,2015,1,Hard Coral,31.88,Population,0,262.15,297.35,296,289.93,303.87,2.87,5,2.58,0.98,0,-3.14,4.55,14.33,5.69,28,7,10.73,4.58,27.18,2.98,-2.46,2.87,-9.87,4.05,-3.8,1.33,2.13,8,1,0,1.9,13.1,0.62,07-10-2015,nd,nd,nd
181,10315052,Reef_Check,-27.472,153.4099,Pacific,153.409936E.27.472029S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,380.57,Sheltered,0.2787,47.92,7,10,2015,1,Nutrient Indicator Algae,6.25,Population,0,262.15,297.35,296,289.93,303.87,2.87,5,2.58,0.98,0,-3.14,4.55,14.33,5.69,28,7,10.73,4.58,27.18,2.98,-2.46,2.87,-9.87,4.05,-3.8,1.33,2.13,8,1,0,1.9,13.1,0.62,07-10-2015,nd,nd,nd
198,10315084,Reef_Check,-27.4142,153.5264,Pacific,153.5264E.27.4142S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,1268.45,Exposed,0.0653,47.27,10,9,2017,6,Hard Coral,6.88,Population,0,295.89,294.6,296.8,291.54,302.69,2.18,7,0.39,0.8,0,-3.56,3.02,10,4.48,22,4,7.72,2.34,12.62,1.6,-5.08,2.18,-8.13,3,-2.87,2,1.38,5,0,0,1.05,7.27,0.33,10-09-2017,nd,nd,nd
198,10315084,Reef_Check,-27.4142,153.5264,Pacific,153.5264E.27.4142S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,1268.45,Exposed,0.0653,47.27,10,9,2017,6,Nutrient Indicator Algae,26.88,Population,0,295.89,294.6,296.8,291.54,302.69,2.18,7,0.39,0.8,0,-3.56,3.02,10,4.48,22,4,7.72,2.34,12.62,1.6,-5.08,2.18,-8.13,3,-2.87,2,1.38,5,0,0,1.05,7.27,0.33,10-09-2017,nd,nd,nd
204,10315059,Reef_Check,-27.4007,153.4373,Pacific,153.437332E.27.400682S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,19.72,Sheltered,0.263,47.27,12,3,2016,6,Hard Coral,0,Population,0,296.89,300.04,296.31,290.3,302.48,2.55,7,1.04,1.01,0,-3.27,3.9,16,4.89,24,8,1.39,3.28,17.93,2.88,0.38,2.55,-9.35,2.81,-3.34,1,1.84,7,1,1.26,1.64,10.84,0.6,12-03-2016,nd,nd,nd
204,10315059,Reef_Check,-27.4007,153.4373,Pacific,153.437332E.27.400682S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,19.72,Sheltered,0.263,47.27,12,3,2016,6,Nutrient Indicator Algae,0,Population,0,296.89,300.04,296.31,290.3,302.48,2.55,7,1.04,1.01,0,-3.27,3.9,16,4.89,24,8,1.39,3.28,17.93,2.88,0.38,2.55,-9.35,2.81,-3.34,1,1.84,7,1,1.26,1.64,10.84,0.6,12-03-2016,nd,nd,nd
207,10314997,Reef_Check,-27.3967,153.5569,Pacific,153.33.25E.27.23.48S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3452.35,Exposed,0.0547,47.27,20,8,2009,9,Hard Coral,15,Population,0,294.89,294.46,296.92,292.01,303.07,2.13,6,0.31,0.76,0,-3.32,3.32,4,3.89,20,4,0,2.12,10.91,1.41,-5.29,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33,20-08-2009,nd,nd,nd
207,10314997,Reef_Check,-27.3967,153.5569,Pacific,153.33.25E.27.23.48S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3452.35,Exposed,0.0547,47.27,20,8,2009,9,Nutrient Indicator Algae,0,Population,0,294.89,294.46,296.92,292.01,303.07,2.13,6,0.31,0.76,0,-3.32,3.32,4,3.89,20,4,0,2.12,10.91,1.41,-5.29,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33,20-08-2009,nd,nd,nd
207,10314998,Reef_Check,-27.3967,153.5569,Pacific,153.33.25E.27.23.48S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3452.35,Exposed,0.0547,47.27,25,8,2013,9,Hard Coral,19.38,Population,0,295.14,294.95,296.92,292.01,303.07,2.13,4,0.78,0.76,0,-3.32,3.32,3,3.89,20,4,2.46,2.12,10.91,1.41,-4.79,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33,25-08-2013,nd,nd,nd
207,10314998,Reef_Check,-27.3967,153.5569,Pacific,153.33.25E.27.23.48S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3452.35,Exposed,0.0547,47.27,25,8,2013,9,Nutrient Indicator Algae,5,Population,0,295.14,294.95,296.92,292.01,303.07,2.13,4,0.78,0.76,0,-3.32,3.32,3,3.89,20,4,2.46,2.12,10.91,1.41,-4.79,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33,25-08-2013,nd,nd,nd
207,10314999,Reef_Check,-27.3967,153.5569,Pacific,153.33.25E.27.23.48S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3452.35,Exposed,0.0547,47.27,27,11,2011,9,Hard Coral,16.25,Population,0,299.13,298.25,296.92,292.01,303.07,2.13,7,0.76,0.76,0,-3.32,3.32,5,3.89,20,4,0,2.12,10.91,1.41,-1.5,2.13,-7.73,3.31,-2.82,3,1.41,6,1,0,1.08,7.99,0.33,27-11-2011,nd,nd,nd
207,10314999,Reef_Check,-27.3967,153.5569,Pacific,153.33.25E.27.23.48S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3452.35,Exposed,0.0547,47.27,27,11,2011,9,Nutrient Indicator Algae,4.38,Population,0,299.13,298.25,296.92,292.01,303.07,2.13,7,0.76,0.76,0,-3.32,3.32,5,3.89,20,4,0,2.12,10.91,1.41,-1.5,2.13,-7.73,3.31,-2.82,3,1.41,6,1,0,1.08,7.99,0.33,27-11-2011,nd,nd,nd
207,10315003,Reef_Check,-27.3967,153.5569,Pacific,153.33.25E.27.23.48S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3452.35,Exposed,0.0547,47.27,14,10,2012,9,Hard Coral,23.12,Population,0,297.34,295.12,296.92,292.01,303.07,2.13,6,-0.36,0.76,0,-3.32,3.32,5,3.89,20,4,2.22,2.12,10.91,1.41,-4.63,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33,14-10-2012,nd,nd,nd
207,10315003,Reef_Check,-27.3967,153.5569,Pacific,153.33.25E.27.23.48S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3452.35,Exposed,0.0547,47.27,14,10,2012,9,Nutrient Indicator Algae,11.25,Population,0,297.34,295.12,296.92,292.01,303.07,2.13,6,-0.36,0.76,0,-3.32,3.32,5,3.89,20,4,2.22,2.12,10.91,1.41,-4.63,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33,14-10-2012,nd,nd,nd
210,10315011,Reef_Check,-27.3906,153.5511,Pacific,153.33.4E.27.23.26S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3931.54,Exposed,0.0547,47.27,25,8,2013,6,Hard Coral,9.38,Population,0,295.14,294.95,296.92,292.01,303.07,2.13,4,0.78,0.76,0,-3.32,3.32,3,3.89,20,4,2.46,2.12,10.91,1.41,-4.79,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33,25-08-2013,nd,nd,nd
210,10315011,Reef_Check,-27.3906,153.5511,Pacific,153.33.4E.27.23.26S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3931.54,Exposed,0.0547,47.27,25,8,2013,6,Nutrient Indicator Algae,4.38,Population,0,295.14,294.95,296.92,292.01,303.07,2.13,4,0.78,0.76,0,-3.32,3.32,3,3.89,20,4,2.46,2.12,10.91,1.41,-4.79,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33,25-08-2013,nd,nd,nd
210,10315016,Reef_Check,-27.3906,153.5511,Pacific,153.33.4E.27.23.26S,Temperate Australasia,Moreton Bay eastern Australia,Australia,Queensland,North Stradbroke Island,nd,3931.54,Exposed,0.0547,47.27,5,10,2008,6,Hard Coral,22.5,Population,0,296.67,294.46,296.92,292.01,303.07,2.13,8,-0.67,0.76,0,-3.32,3.32,1,3.89,20,4,0,2.12,10.91,1.41,-5.29,2.13,-7.73,3.31,-2.82,0,1.41,6,1,0,1.08,7.99,0.33,05-10-2008,nd,nd,nd
